Vendor_Formal_Name,Contact_Name,certification,Cert_Renewal_Date,Ethnicity,Address1,Address2,City,Borough,State,ZIP,MailingAddress1,MailingAddress2,MailingCity,MailingState,MailingZip,Website,Date_Of_Establishment,Aggregate_Bonding_Limit,Signatory_To_Union_Contracts,Business_Description,Goods_Materials_Suplier,Types_of_Construction_Projects,Job_Exp1_Name_of_Client,Job_Exp1_Value_of_Contract,Job_Exp1_Percent_Self_Performed,DATEOFJOB1,EXPERIENCE1,Job_Exp2_Name_of_Client,Job_Exp2_Value_of_Contract,Job_Exp2_Percent_Self_Performed,DATEOFJOB2,EXPERIENCE2,Job_Exp3_Name_of_Client,Job_Exp3_Value_of_Contract,Job_Exp3_Percent_Self_Performed,DATEOFJOB3,EXPERIENCE3,Job_Exp4_Name_of_Client,Job_Exp4_Value_of_Contract,,DATEOFJOB4,EXPERIENCE4
Hairiette of Harlem LLC,Tanya Wright,"MBE,WBE",10/30/2019;10/30/2019,BLACK,473 West 143rd Street,,New York,New York,NY,10031,473 West  143rd Street,,New York,New York,10031,http://www.hairiette.com,6/27/2013,,,Healthy hair care products and related media.,,,Lucianete S. Hoffman,100,100,03-01-2014,Purchased HAIRiette Soapless System and Book,Sarita Mandanna,75,100,06-01-2014,Purchased HAIRiette Soapless System,,0,,,,,0,,,
Clarillo Pest Management,Michael Clarillo,MBE,8/30/2022,HISPANIC,22 E 112th Street,,New York,New York,NY,10029,1680 Madison ave Apt C16,,New York,New York,10029,,04-04-2016,,,Pest control company specializing in integrated pest management services.,,,El Barrio's Operation Fighback,200,100,10/31/2016,Treated basement for insects.,Extreme Team Media Inc.,272.19,100,2/21/2017,Treated entire property for rats.,Destiny Property Management,190.53,100,6/30/2017,Treated entire property for insects.,,0,,,
Stoney Hill Media LLC,Charmaine DaCosta,"MBE,WBE",03/31/2019;03/31/2019,BLACK,313 W 143 street,Apt 3B,New York,New York,NY,10030,313 W 143 street,Apt 3B,New York,New York,10030,http://www.crudefood.com,4/23/1999,,,Catering and event planning. Manufacturer of non-carbonated drink- Limation!,,,Bradhurst Merchants Association,200,,02-01-2013,Catering of business breakfast,NYC Mission Society,400,,11-01-2012,Catering,Harlem Center for Healthy Living,50,,12-01-2012,Catering,,0,,,
The Hummus & Pita Company LLC,Janice Axelrod,WBE,,NON-MINORITY,585 Avenue of the Americas,,New York,New York,NY,10011,585 Avenue of the Americas,,New York,New York,10011,http://www.hummasandpitas.com,05-11-2011,1000,,"The Hummus & Pita Co., is a quick-service styles restaurant serving healthy & delicious food at affordable prices. Fare includes freshly baked bread & desserts, varities of hummus, shwarma, taboon, chicken & steaks, falafel, sides & salads.",,,Smile Train,203.9,,12/20/2013,Set up food for luncheon,Coach,400.08,,2/28/2014,Set up food for luncheon,Modells,333.95,,03-10-2014,Set up food for luncheon,Medical Fore Fronts,660,,,
Fun Foodie NYC Tours,Adrienne Cooper,WBE,,NON-MINORITY,31 Tiemann Pl,#22,New York,New York,NY,10027,31 Tiemann Pl,#22,New York,New York,10027,http://www.funfoodienyc.com/,3/20/2013,,,Seasonally Inspired Walking Food Tours of New York City,,,Susan Lewis,204,100,1/16/2017,Walking tour around Bryant Park area with 6-8 tasting for four adults.,Michael Oliveri,285,100,01-07-2017,Walking tour around Bryant Park area with 6-8 tastings for five adults and 1 child.,David Bretl,540,100,11-05-2016,Walking tour around Carroll Gardens with 6-8 tastings for 9 adults.,,0,,,
Cockburn Law P.C.,Shelia Cockburn,"MBE,WBE",12/30/2021;12/30/2021,BLACK,601 West 26th Street #325-277,Suite 325,New York,New York,NY,10001,601 West 26th Street,Suite 325-277,New York,New York,10001,http://www.cockburnlaw.com,04-01-2009,,,"Cockburn Law P.C. (CLPC) offers immigration law and business law services local, national and globally.",,,Lincoln Voters,210,,9/26/2011,Contract review,Starr Music Group LLC,101500,,2/14/2011,Contract review,Lincoln Voters,1000,,9/26/2011,Contract review,Starr Music Group LLC,101500,,05-01-2013,Pest control service rodent elimination inject treatment odor control
Vandal Arts,Sean Bryan,MBE,5/31/2019,BLACK,2749 8th Avenue,Suite 3A,New York,New York,NY,10039,2749 8th Avenue,Suite 3A,New York,New York,10039,http://www.vandal-arts.org/tv,04-06-2012,,,"Full service interactive agency specialzing in advertising. Our services include photography & video production, marketing, website development, infographics, graphic design, and alternative advertising.",,,Hanz Gable,250,,3/26/2013,Music Video Editing for Performing Artists,Charise Liza,135,,3/21/2013,Photoshoot for Fashion Model in Studio,Freedom Williams Entertainment,400,,2/15/2013,Photoshoot for Artists on Location,,0,,,
"MLL Licensed Clinical Social Work Services, PLLC",Marilyn Laves,WBE,,NON-MINORITY,"141 East 33rd Street, Suite 1A",,New York,New York,NY,10016,"141 East 33rd Street, Suite 1A",,New York,New York,10016,,06-10-2014,,,"I provide staff training and development for social service organizations and other agencies, as well as individual and group psychotherapy and clinical supervision.",,,Win,250,100,11/15/2016,Revision of proposal for Supportive Housing Project.,Win,500,100,12-08-2016,Revision of proposal Supportive Housing Project.,Silberman School of Social Work,1200,100,01-01-2017,Development of course to train homeless shelter staff on identifying substance abuse in homeless.,,0,,,
PM2 Consultants LLC,Palavi Malik,"MBE,WBE",09/30/2018;09/30/2018,ASIAN,192 Lexington Avenue,2nd Floor,New York,New York,NY,10016,192 Lexington Avenue,2nd Floor,New York,New York,10016,http://www.pocket-legal.com,08-09-2010,,,"Pocket-legal is a niche full service marketing company designed for attorneys nationwide. The services include website development, apps, publicity etc.",,,"Marijan Criechman, Esq",300,,03-01-2013,Customized newsletter,Ingrid Barrachin,1000,,02-10-2013,Website banner,Rkhaid Alania,1000,,02-01-2013,Website banner,,0,,,
"C. B. Kleans Cleaning Services, Inc.",Charles Booth Sr.,MBE,3/30/2022,BLACK,1590 Madison Ave,Suite 14D,New York,New York,NY,10029,1590 Madison Ave,Suite 14D,New York,New York,10029,http://www.cbklean.com,07-07-2015,27500,,"CB Kleans Cleaning Services, Inc offers essential organic general cleaning and janitorial services for commercial properties.",,,Bill Mitchell/Apollo Theatre,313,100,07-01-2016,Clean & polish parkay floors.,H. Green,110,100,05-01-2016,"Remove debris, clean entire structure.",Westbrooks,400,100,05-01-2016,"Remove debris, clean entire structure.",,0,,09-01-2012,"Tiling, Remodeling Bathroom & Kitchen, Roofing, Siding, Windows, Doors, Framing."
"Resonance Consulting Solutions, LLC",Swaminathan Sethuraman,MBE,6/29/2022,ASIAN,160 East 55th St.,3D,New York,New York,NY,10022,160 East 55th St.,3D,New York,New York,10022,http://www.resonanceconsultingsolutions.com,09-01-2015,,,"IT and Analytics Consulting such as but limited to Enterprise Application Development, Legacy Application Migration, Web application development, Front End and Back End development, IT testing, Business Intelligence, Big Data - strategy implementation, Data Mining, Custom KPIs, Analytics Dashboard , Financial Risk Management models, Model Validation.",,,"University of Wisconsin, Madison",325,100,12/30/2016,Custom Python programs to produce cetain econometric equations in an automated way.,"Koyfin, Inc",200,100,1/30/2017,Consulting on IT infrastructure stack and architecture for a web based financial analysis platform.,"Unviersity of Wiscnsin, Madison",75,100,3/31/2017,"Excel spreadsheet model, Python Code",,0,,,
Wall Street Walks LLC,Annaline Dinkelmann,WBE,,NON-MINORITY,"55 Broadway, 3rd floor",20th floor,New York,New York,NY,10006,382 Central Park West,Suit 7V,New York,New York,10025,http://www.wallstreetwalks.com,4/23/2013,,,"Wall Street Walks leads educational field trips (grade 4-12) in New York's Finacial District. Tours focus on financial literacy, economics, math, business education, social studies, Wall Street, American history, The tours offer experiential learning outside the classroom and support teaching the requirements outlined in the Common Core State Standards.",,,Marathon High School,350,,03-01-2013,Wall Street walking tour for 30 high school students to learn about the stock market and business.,Hamptons Bays High School,600,,02-01-2013,Wall Street tour for 55 high school students to learn about business and finance.,Pace University,350,,09-01-2013,"French college students in a study abroad program to learn about the culture, history and business in America.",Marathon High School,600,,,
SALUD PARA TODOS INC.,Sarah Perez Jarrett,MBE,2/28/2019,HISPANIC,4791 Broadway,,New York,New York,NY,10034,3773 103rd Street,,Corona,New York,11368,http://www.salud.bz,4/26/2001,,,"Sale and manufacturing of all natural nutritional supplements, vitamins, snacks, skincare, beauty products including proprietary blends of plants and herbs.",,,Jose Lema,398,,02-11-2013,Retail of various nutritional suplement,Adrews Azoona,294,,9/25/2012,Retail purchase of nutritional suplements,Jose Lema,314,,10-10-2012,Retail purchase of nutritional suplements,Barrett McCartney,7680,,,
Elena Olivo Photography,Elena Olivo,"MBE,WBE",03/30/2022;03/30/2022,HISPANIC,355 South End Avenue,Ste. 8L,New York,New York,NY,10280,355 South End Avenue,Ste. 8L,New York,New York,10280,http://www.elenaolivo.com,2/23/1999,,,"Photography services: Event photography, school event photography, portrait photography (location/studio), photographic printing services, albums, framed photos.",,,NYC Small Business Services,425,100,09-01-2016,"Portraits, group shot, classroom shots",City University New York,1500,100,08-11-2016,"Photos at conference: Groups, Audience, Crowds",Siemens Foundation,1300,100,8/16/2016,"Photos of tour, and presentations",,0,,,
"Justra Enterprises, LLC",Christa Orsino,WBE,,NON-MINORITY,104 Bedford Street,Apt. 3C,New York,New York,NY,10014,104 Bedford Street,Apt. 3C,New York,New York,10014,http://www.taximagnet.com,08-03-2010,,,"Justra Enterprises, LLC is a new venture developing consumer products from concept to marketplace. Using our expertise in product design and development, manufacturing, production, intellectual property law, business operations and finance, management, advertising, branding and marketing, we have launched our newest innovation. Taxi Magnet is a handheld LED device used by riders at night to hail taxicabs safely from the sidewalk, rather than to step into the street. This product is useful in all metropolitan cities where cabs are used, with New York City serving as our flagship city. Justra's principles possess combined expertise and experience in product design and development, manufacturing, production, intellectual property law, business operations and finance, management, advertising, and marketing.",,,Orange County Trust Bank,449,100,03-01-2016,50 Taxi Magnets - (Our featured novelty),,0,,,,,0,,,,,0,,,
Michelle Repiso Photography,Michelle Repiso-Wood,"MBE,WBE",04/29/2022;04/29/2022,HISPANIC,387 Grand Street,Apt. # K203,New York,New York,NY,10002,387 Grand Street,Apt K203,New York,New York,10002,http://www.michellerepiso.com,05-01-2007,,,"Michelle Repiso Photography specializes in fine art, commercial, still life, documentary and portraiture photography and video. In addition, Michelle Repiso works as an art and photography instructor promoting growth, leadership, and a positive self-image in young adults and seniors.",,,Wamoo,450,100,02-11-2017,Portrait photography for album release,Wall Street Prep,400,100,12-08-2016,Photographed a class in progress while the teacher was instructing,Sports Medicine and Orthopedic Surger: Bebemazen,3035,100,10-01-2016,"Photographed how-to exercises for a book, website and promotional materials",Department of Corrections,12965,,04-01-2016,Special inspections
"Elana Gross Interpreting Services, Incorporated",Elana Gross,WBE,,NON-MINORITY,205 East 95th Street,Apt. 32 H,New York,New York,NY,10128,205 East 95th Street,Apt. 32 H,New York,New York,10128,,7/18/2012,,,"This is an interpreting company. I provide interpreting and translation. Legal, medical and others.",,,Seymor,450,,08-03-2017,Interpretation.,Seymor,495,,6/16/2017,Not provided.,Anthony Mattesi Legal Aid,337,,6/14/2017,Translated a witness.,,0,,,
"Standard Medical Equipment Systems, LLC",Anthony Goodesmith,MBE,11/29/2021,BLACK,745 Fifth Avenue,"Suite 500, 5th Floor",New York,New York,NY,10151,745 Fifth Avenue,"Suite 500, 5th Floor",New York,New York,10151,http://www.standardmed.us,5/31/2005,3000000,,"Standard Medical Systems, LLC provides healthcare workers and their clients with high quality medical devices and equipment, diagnostics, genetic testing and laboratory services. We also provide DME, oxygen, and pharmaceuticals & nutraceuticals and medical furniture and apparatus. Lastly we provide home healthcare.",,,VA Medical Center,500,100,02-06-2014,"Vaporizer filters, sitz baths, diabetic socks",VA Medical Center,69,100,06-08-2015,"Vaporizer filters, sitz baths, diabetic socks",Dept of VA Contract Office,5606,100,9/22/2016,Medical carts/cabinets,,0,,,
"Hudson Rock Group, Inc.",Nicholas Garland,MBE,8/30/2020,BLACK,2 Rector Street,17th Floor,New York,New York,NY,10006,2 Rector Street,17th Floor,New York,New York,10006,http://www.hudsonrockgroup.com,6/18/2014,,,"Hudson Rock Group, Inc. is an innovative Construction Management, Consulting, and Real Estate Advisory firm that provides services from conception through the final close-out of a project, including planning, project scoping, construct ability reviews, budget analysis, scheduling, estimating, and design.",No,Building Construction (non-Residential); Residential Building Construction,"Donney Contracting, Inc",500,100,03-01-2015,"Using Cad Drafting Software, We Produced Shop Drawings For The Sliding Doors To Be Built From",Rick Kramer Architects,440,100,03-01-2015,"Using Cad Drafting Software, We Produced All Existing Elevations From A Field Survey Taken By Us","Azar Associates, Inc",300,100,07-01-2014,Using Cad Drafting Software. We produced Landmark Window Drawings For Use By The Client,"Donneys Contracting, Inc",500,,07-11-2016,Special inspection for 9 storied mix used building.
Financialiteracy.com LLC,Holly Pressman,WBE,,NON-MINORITY,717 Madison Avenue,4C,New York,New York,NY,10065,717 Madison Avenue,4 C,New York,New York,10065,http://www.finlit.com,08-08-2007,,,Digital platform and campus clients to enable young adults to make informed financial decisions.,,,Macalay Honors College,500,100,10-01-2014,Workshop to discuss funding options for start ups.,Zeta Beta Tau - Baruch,500,100,09-01-2014,Workshop to teach organization how to create budgets and manage cash flows.,Baruch Advertising,500,100,11-01-2014,Presentation on digital advertising and sales.,,0,,04-01-2012,Business affairs consutling
I & I Pro Accounting and Tax Services Corp.,Issaka Mintoumba,MBE,11/29/2022,BLACK,2478 8th Avenue,,New York,New York,NY,10027,2478 8th Avenue,,New York,New York,10027,http://www.2ipatsnyc.com,7/30/2010,,,I & I pro accounting and tax services corp is a non-cpa firm that provides accounting and bookkeeping services; Quickbooks and proadvisors services; business and personal tax preparation services; tax representation before the IRS and state; auditing services; payroll services and consulting.,,,LA Maison D'Art LLC,500,,01-01-2015,"Accounting, payroll and tax services.",New Ivoire Restaurant,900,60,12/31/2016,Business tax preparation.,House of Seafood Express Inc.,900,55,05-02-2013,"Accounting, payroll and tax services.",,0,,,
